id,批次,清单类型,备案月份,算法名称,算法类别_原始,算法类别_LLM,企业角色,企业名称,应用产品,主要用途,发放日期,注册资本_万元,省份,城市,县区,行业一级,行业二级,行业三级,经度,纬度,技术代际
3859,第十三批,深度合成,2025-09,Monica智能对话生成算法,深度合成,内容生成,服务提供者,北京蝴蝶效应科技有限公司,Monica(APP)、Monica(其他)、Monica(网站)、Monica(公众账号),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2024-06-20,125,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.235192,40.078990,G4
3860,第十三批,深度合成,2025-09,小明太极AI动漫图像生成算法,深度合成,内容生成,服务提供者,小明太极（武汉）网络科技有限公司,小明国漫AI绘图(网站),应用于图像生成场景，根据用户输入的描述文本、参考图像，生成动漫领域相关的图像。,2024-06-20,1000,湖北省,武汉市,洪山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,114.412893,30.493390,G4
3861,第十三批,深度合成,2025-09,矩阵起源AI增强检索生成算法-2,深度合成,智能搜索,服务技术支持者,矩阵起源（深圳）信息科技有限公司,矩阵起源AI搜索(网站),应用于文本生成场景，服务于企业端客户，根据用户输入的文本、图像，生成相应的文本。,2024-06-20,100,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,113.951647,22.527412,G4
3862,第十三批,深度合成,2025-09,周到大模型文生图合成算法,深度合成,内容生成,服务提供者,苏州市广播电视总台,周到大模型-AI工具箱(网站),应用于图像生成场景，根据用户输入的文本，生成相应的图像。,2024-06-20,100,江苏省,苏州市,未回填,未回填,未回填,未回填,120.619,31.299,G4
3863,第十三批,深度合成,2025-09,孙悟空AI文本生成算法,深度合成,人机对话,服务提供者,杭州悟空硅基科技有限公司,孙悟空AI(网站),应用于文本生成场景，根据用户输入的文本，生成相应的文本内容。,2024-06-20,100,浙江省,杭州市,余杭区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,120.085400,30.130196,G4
3864,第十三批,深度合成,2025-09,法盟云文本生成算法,深度合成,内容生成,服务提供者,广州法盟云科技有限公司,法盟智文(网站),应用于文本生成场景，根据用户输入的法律问题或场景描述，生成法律知识相关的文本解答。,2024-06-20,100,广东省,广州市,未回填,未回填,未回填,未回填,113.264,23.129,G4
3865,第十三批,深度合成,2025-09,HeartAI生成合成类算法,深度合成,人机对话,服务技术支持者,天津扩列网络科技有限公司,未回填,应用于对话生成场景，服务于企业端客户，根据用户输入的文本、音频，生成相应的文本、音频。,2024-06-20,1000,天津市,天津市,滨海新区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,117.762666,39.108897,G4
3866,第十三批,深度合成,2025-09,摩笔马良AI人像生成算法-1,深度合成,内容生成,服务提供者,北京摩笔生成科技有限公司,摩笔马良(小程序)、摩笔马良(网站),应用于图像生成场景，根据用户输入的文本、图像，生成风格转换后的图像。,2024-06-20,1000,北京市,北京市,石景山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,116.405,39.905,G4
3867,第十三批,深度合成,2025-09,益普索产品创新用户理解和概念生成文生图算法,深度合成,内容生成,服务提供者,益普索（中国）咨询有限公司,益普索洞察云平台(网站),应用于图像生成场景，根据用户输入的文本，生成符合客户需求的图像。,2024-06-20,2500,北京市,北京市,门头沟区,租赁和商务服务业,商务服务业,咨询与调查,116.096497,39.955170,G4
3868,第十三批,深度合成,2025-09,爱莫烟语细粒度多模态大模型智能问答算法,深度合成,内容生成,服务技术支持者,深圳爱莫科技有限公司,未回填,应用于对话生成场景，服务于企业端客户，根据用户输入的文本、图像，生成烟草行业相关的文本回复。,2024-06-20,263,广东省,深圳市,南山区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,113.942144,22.572335,G4
3869,第十三批,深度合成,2025-09,南方福瑞德法律大模型算法,深度合成,内容生成,服务提供者,广东南方福瑞德律师事务所,小律同学AI问答(小程序)、小律同学(网站),应用于对话生成场景，根据用户输入的文本，生成法律咨询领域相关的文本回复。,2024-06-20,30,广东省,广州市,未回填,未回填,未回填,未回填,113.264,23.129,G4
3870,第十三批,深度合成,2025-09,米可智能语音生成算法,深度合成,内容生成,服务提供者,杭州光帆科技有限公司,米可AI(小程序)、米可智能(网站),应用于语音生成场景，根据用户输入的文本、音频，生成相应的音频内容，实现AI配音、音频翻译及声音克隆功能。,2024-06-20,100,浙江省,杭州市,余杭区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.024105,30.276126,G4
3871,第十三批,深度合成,2025-09,我很忙AI图片生成与处理算法,深度合成,内容生成,服务提供者,上海我很忙信息科技有限公司,星语相机(APP),应用于图像生成场景，根据用户输入的图像，生成相应的图像内容。,2024-06-20,100,上海市,上海市,奉贤区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.484900,30.971143,G4
3872,第十三批,深度合成,2025-09,启迪索微多模态大模型算法,深度合成,内容生成,服务提供者,迪安诊断技术集团股份有限公司,启迪索微多模态大模型算法(其他),应用于文本图像生成场景，根据用户输入的文本、图像，生成相应的文本、图像内容。,2024-06-20,62497,浙江省,杭州市,西湖区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,120.061379,30.322382,G4
3873,第十三批,深度合成,2025-09,米笑多模态大模型算法,深度合成,内容生成,服务提供者,盐城米笑文化传媒有限公司,米笑AI(APP),应用于多模态内容生成场景，根据用户输入的文本、图像，生成相应的文本、图像、视频内容。,2024-06-20,100,江苏省,盐城市,盐都区,批发和零售业,批发业,文化、体育用品及器材批发,120.103775,33.281944,G4
3874,第十三批,深度合成,2025-09,三峡云文本生成算法,深度合成,内容生成,服务提供者,湖北三峡云计算中心有限责任公司,智在秭归微信(小程序),应用于文本生成场景，根据用户输入的文本或音频，生成相应的文本内容。,2024-06-20,1000,湖北省,宜昌市,伍家岗区,科学研究和技术服务业,专业技术服务业,工程技术,111.370719,30.657533,G4
3875,第十三批,深度合成,2025-09,远鉴音频内容生成算法,深度合成,内容生成,服务技术支持者,北京远鉴信息技术有限公司,未回填,应用于音频生成场景，服务于企业端客户，根据用户输入的文本，生成相应的音频内容。,2024-06-20,3637,北京市,北京市,海淀区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,116.275777,39.932920,G4
3876,第十三批,深度合成,2025-09,远鉴图像内容生成算法,深度合成,内容生成,服务技术支持者,北京远鉴信息技术有限公司,未回填,应用于图像生成场景，服务于企业端客户，根据用户输入的文本，生成相应的图像内容。,2024-06-20,3637,北京市,北京市,海淀区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,116.275777,39.932920,G4
3877,第十三批,深度合成,2025-09,远鉴视频内容生成算法,深度合成,内容生成,服务技术支持者,北京远鉴信息技术有限公司,未回填,应用于视频生成场景，服务于企业端客户，根据用户输入的文本，生成相应的视频内容。,2024-06-20,3637,北京市,北京市,海淀区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,116.275777,39.932920,G4
3878,第十三批,深度合成,2025-09,安利AI助手文本生成算法,深度合成,内容生成,服务提供者,安利（中国）日用品有限公司,安利(APP),应用于对话生成场景，根据用户输入的文本信息，生成相应的文本回复。,2024-06-20,12610,广东省,广州市,荔湾区,批发和零售业,批发业,纺织、服装及家庭用品批发,113.523107,23.048589,G4
3879,第十三批,深度合成,2025-09,问问AI口语训练生成式算法,深度合成,内容生成,服务提供者,切特吉比特（深圳）科技研发有限公司,问问AI(APP),应用于文本音频生成场景，根据用户输入的文本、音频，生成相应的文本、音频内容。,2024-06-20,100,广东省,深圳市,罗湖区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,114.075772,22.563875,G4
3880,第十三批,深度合成,2025-09,中信证券智能问答算法,深度合成,内容生成,服务提供者,中信证券股份有限公司,中信证券研究服务(小程序)、基金运营服务管理人服务平台（iService）(网站)、基金运营服务管理人服务平台（iService）(小程序)、中信证券研究(网站),应用于对话生成场景，根据用户输入的文本，生成金融服务相关的文本回复。,2024-06-20,148,广东省,深圳市,福田区,金融业,资本市场服务,资本投资服务,114.058058,22.534482,G4
3881,第十三批,深度合成,2025-09,RokidGlassesAI生成式内容交互算法,深度合成,人机对话,服务提供者,杭州灵伴科技有限公司,Rokid AI(APP),应用于对话生成场景，根据用户输入的音频、图像，生成相应的文本、音频。,2024-06-20,150,浙江省,杭州市,上城区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.004666,30.287697,G4
3882,第十三批,深度合成,2025-09,十万个为什么科普内容生成合成算法,深度合成,内容生成,服务技术支持者,上海少年儿童出版社有限公司,未回填,应用于文本音频生成场景，服务于企业端客户，根据用户输入的文本、音频，生成符合青少年认知水平的科普内容。,2024-06-20,8446,上海市,上海市,长宁区,租赁和商务服务业,商务服务业,咨询与调查,121.400103,31.200811,G4
3883,第十三批,深度合成,2025-09,秋芳诗语文本生成算法,深度合成,内容生成,服务提供者,广州秋芳信息科技有限公司,秋芳诗语智能创作台(网站),应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2024-06-20,100,广东省,广州市,天河区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.372439,23.140728,G4
